MSRP,Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg
31035,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
32870,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18
43775,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17
35545,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18
36935,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
38590,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
41250,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Extended Cab Pickup,23,16
31120,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18
47135,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
48500,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
44475,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,22,16
33170,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
46835,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
33060,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
53315,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
38290,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18
31335,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
33295,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
38740,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,16
41185,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
43710,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,23,16
27485,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
36980,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
44010,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,23,16
33360,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
45640,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,22,16
45170,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16
35100,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
39275,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
49740,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,23,16
50040,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,23,16
29510,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
36850,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
48200,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
38890,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
38695,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17
40090,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16
41890,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16
43260,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16
41865,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17
53015,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
36680,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
36940,Chevrolet,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,16
32955,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18
29120,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
37345,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18
27095,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
40495,Chevrolet,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17
36035,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18
37835,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18
39230,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,16
38980,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18
36515,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18
43950,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16
31525,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
33850,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
44350,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
47175,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,20,15
44465,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17
42075,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
47475,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,20,15
46180,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,20,15
33550,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
39965,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
35590,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
27975,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
41590,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Extended Cab Pickup,22,16
44050,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
37370,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
54925,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,15
27585,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
33860,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
33445,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18
48740,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,20,15
45860,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16
40375,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,16
54625,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,22,15
42380,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16
29610,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
51350,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
30000,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
37430,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,16
40985,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17
39185,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17
37670,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
44815,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,20,15
31825,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
37425,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
51650,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Crew Cab Pickup,22,16
49040,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,20,15
37340,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17
39280,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
33985,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18
40580,Chevrolet,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,16
31610,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18
39580,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17
42555,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,17
33360,Chevrolet,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18
2000,Cadillac,1993,regular unleaded,200,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15
2000,Buick,1996,regular unleaded,150,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,29,19
2000,Buick,1996,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,29,19
2000,Buick,1996,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,29,19
2000,Buick,1997,regular unleaded,155,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,18
2000,Buick,1997,regular unleaded,155,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,26,18
2000,Buick,1997,regular unleaded,150,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,29,19
2000,Buick,1997,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,29,19
2000,Buick,1998,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,19
84000,Mercedes-Benz,2015,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,27,20
106700,Mercedes-Benz,2015,premium unleaded (required),429,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,24,17
214500,Mercedes-Benz,2015,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14
147300,Mercedes-Benz,2015,premium unleaded (required),557,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,25,16
108050,Mercedes-Benz,2016,premium unleaded (required),449,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,24,17
85050,Mercedes-Benz,2016,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,27,20
217550,Mercedes-Benz,2016,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14
149700,Mercedes-Benz,2016,premium unleaded (required),577,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,25,16
110800,Mercedes-Benz,2017,premium unleaded (required),449,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,25,17
151350,Mercedes-Benz,2017,premium unleaded (required),577,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,25,16
219850,Mercedes-Benz,2017,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14
86950,Mercedes-Benz,2017,premium unleaded (required),362,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,28,20
60300,Mercedes-Benz,2017,premium unleaded (required),362,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,29,20
47950,Mercedes-Benz,2017,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,32,25
56225,Mercedes-Benz,2014,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,29,21
68925,Mercedes-Benz,2014,premium unleaded (required),415,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,28,19
43525,Mercedes-Benz,2014,premium unleaded (required),201,4,MANUAL,rear wheel drive,2,Luxury,Compact,Convertible,32,22
43950,Mercedes-Benz,2015,premium unleaded (required),201,4,MANUAL,rear wheel drive,2,Luxury,Compact,Convertible,32,22
57650,Mercedes-Benz,2015,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,29,21
70850,Mercedes-Benz,2015,premium unleaded (required),415,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,28,19
59200,Mercedes-Benz,2016,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,29,21
47000,Mercedes-Benz,2016,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,32,25
72600,Mercedes-Benz,2016,premium unleaded (required),416,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,28,19
480000,Mercedes-Benz,2007,premium unleaded (required),641,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,16,11
495000,Mercedes-Benz,2008,premium unleaded (required),617,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,16,12
495000,Mercedes-Benz,2009,premium unleaded (required),617,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,16,12
221580,Mercedes-Benz,2015,premium unleaded (required),583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,13
228080,Mercedes-Benz,2015,premium unleaded (required),583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,19,13
199500,Mercedes-Benz,2013,premium unleaded (required),583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,13
206000,Mercedes-Benz,2013,premium unleaded (required),583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,19,13
275000,Mercedes-Benz,2014,premium unleaded (required),622,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,17,13
201500,Mercedes-Benz,2014,premium unleaded (required),583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,13
208000,Mercedes-Benz,2014,premium unleaded (required),583,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,19,13
183000,Mercedes-Benz,2011,premium unleaded (required),563,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,20,14
189600,Mercedes-Benz,2012,premium unleaded (required),563,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,20,14
196100,Mercedes-Benz,2012,premium unleaded (required),563,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,20,14
2397,Acura,1997,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,17,13
2488,Acura,1997,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,17,13
2816,Acura,1998,regular unleaded,215,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13
2934,Acura,1999,regular unleaded,215,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13
21515,Pontiac,2007,regular unleaded,177,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,26,17
26515,Pontiac,2007,premium unleaded (required),260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,28,19
22455,Pontiac,2008,regular unleaded,173,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,25,19
28135,Pontiac,2008,premium unleaded (required),260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,28,19
31750,Pontiac,2008,premium unleaded (required),260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,28,19
28400,Pontiac,2008,regular unleaded,173,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,25,19
24275,Pontiac,2009,premium unleaded (recommended),173,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,25,19
30375,Pontiac,2009,premium unleaded (recommended),260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,28,19
29410,Pontiac,2009,premium unleaded (recommended),173,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,25,19
26225,Pontiac,2009,premium unleaded (recommended),173,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25,19
29485,Pontiac,2009,premium unleaded (recommended),260,4,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Convertible,28,19
26000,Hyundai,2015,regular unleaded,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,40,36
29500,Hyundai,2015,regular unleaded,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,40,36
26000,Hyundai,2016,regular unleaded,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,44,40
30100,Hyundai,2016,regular unleaded,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,43,39
30100,Hyundai,2016,regular unleaded,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,43,39
26000,Hyundai,2017,regular unleaded,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,39
30100,Hyundai,2017,regular unleaded,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,43,38
30100,Hyundai,2017,regular unleaded,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,43,38
23175,Hyundai,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
26525,Hyundai,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
28575,Hyundai,2015,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,23
23175,Hyundai,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
26525,Hyundai,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
26525,Hyundai,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
33525,Hyundai,2015,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21
21150,Hyundai,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
33525,Hyundai,2015,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21
28575,Hyundai,2015,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,23
21150,Hyundai,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
26525,Hyundai,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24
23275,Hyundai,2015,regular unleaded,177,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Midsize,Sedan,38,28
28925,Hyundai,2016,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,23
27350,Hyundai,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
27350,Hyundai,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
21750,Hyundai,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,25
23400,Hyundai,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
34075,Hyundai,2016,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21
28925,Hyundai,2016,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,23
23725,Hyundai,2016,regular unleaded,178,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Midsize,Sedan,38,28
23400,Hyundai,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
21750,Hyundai,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,25
23725,Hyundai,2016,regular unleaded,178,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Midsize,Sedan,38,28
21600,Hyundai,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
27150,Hyundai,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
23400,Hyundai,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
26600,Hyundai,2017,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,22
23400,Hyundai,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
23125,Hyundai,2017,regular unleaded,178,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Midsize,Sedan,36,28
21600,Hyundai,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
21950,Hyundai,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
34350,Hyundai,2017,regular unleaded,245,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,22
