id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
10493,I,0.975,0.725,0.1875,7.95203475,3.33106625,1.60174675,2.26796,7.0
10494,I,1.2625,0.975,0.3125,15.12445825,6.42116175,3.7137845,4.3941725,9.0
10495,M,1.6125,1.25,0.4375,34.7848365,12.77144975,8.391452,10.20582,15.0
10496,M,1.425,1.15,0.4,26.15241375,10.035723,5.6982495,7.7961125,11.0
10497,M,1.25,0.975,0.3125,18.540573,9.31281075,3.86970675,4.819415,8.0
10498,M,1.425,1.1375,0.35,24.28134675,8.91591775,4.72019175,8.334753,10.0
10499,F,1.475,1.1875,0.3625,31.127751,11.679994,6.22271525,9.7805775,12.0
10500,M,1.5625,1.25,0.4375,36.457457,14.92601175,7.3425205,11.90679,14.0
10501,M,1.675,1.325,0.4375,38.8104655,16.65533125,8.15048125,10.489315,9.0
10502,F,1.6125,1.2625,0.475,35.6920205,14.401546,8.051258,12.3320325,21.0
10503,I,0.7375,0.5625,0.175,3.81300775,1.34660125,0.793786,1.13398,9.0
10504,F,1.625,1.2625,0.4125,36.469771,17.08057375,6.90310325,9.355335,11.0
10505,I,0.9375,0.7,0.2,6.7188315,2.6365035,1.77184375,1.984465,7.0
10506,M,1.5125,1.125,0.4,29.6819265,12.133586,5.99591925,8.9300925,12.0
10507,I,0.85,0.625,0.1875,4.55009475,1.88524175,1.1056305,1.2757275,8.0
10508,I,0.7875,0.575,0.2,3.41611475,1.2190285,0.83631025,1.13398,6.0
10509,I,0.3875,0.2625,0.0625,0.41106775,0.1417475,0.09922325,0.1417475,4.0
10510,M,1.6,1.225,0.4125,31.70891575,16.57028275,6.917278,7.5126175,9.0
10511,F,1.6875,1.3,0.5,40.83745475,16.93882625,9.979024,10.942907,10.0
10512,I,1.0875,0.8375,0.275,9.17106325,4.8477645,1.8994165,2.6932025,7.0
10513,M,1.5125,1.2,0.5,32.16250775,14.81261375,8.15048125,9.07184,11.0
10514,I,0.9,0.675,0.2125,5.31553125,2.26796,1.43164975,1.644271,5.0
10515,I,1.175,0.8875,0.275,12.5021295,4.32329875,2.50893075,3.96893,8.0
10516,I,0.725,0.525,0.175,2.721552,1.020582,0.52446575,0.850485,6.0
10517,F,1.5375,1.1875,0.45,32.36095425,12.57300325,5.783298,9.7805775,13.0
10518,F,1.2625,1.0,0.4,22.75047375,8.91591775,4.53592,7.93786,14.0
10519,M,1.5125,1.175,0.375,28.81726675,12.48795475,6.010094,10.20582,11.0
10520,F,1.2125,0.875,0.3375,15.37960375,6.8889285,4.025629,4.9611625,9.0
10521,M,1.65,1.325,0.45,45.3875495,19.7029025,9.525432,12.03436275,13.0
10522,F,1.675,1.3125,0.5,53.14113775,26.26581175,10.4042665,12.2186345,11.0
10523,M,1.6125,1.2625,0.4625,39.22153325,20.14231975,9.99319875,9.355335,11.0
10524,M,1.25,0.975,0.35,16.45688475,7.24329725,3.175144,4.819415,9.0
10525,I,1.15,0.85,0.275,10.886208,5.896696,2.097863,3.5436875,8.0
10526,F,1.525,1.1875,0.425,32.89959475,17.70426275,6.22271525,8.788345,9.0
10527,I,0.9,0.675,0.2375,5.556502,2.0128145,1.65844575,1.71514475,8.0
10528,M,0.925,0.725,0.2375,6.56290925,2.96252275,1.63009625,2.1262125,10.0
10529,F,1.525,1.1625,0.45,31.31202275,14.81261375,7.72523875,8.9300925,10.0
10530,I,1.125,0.9,0.275,12.7289255,6.293589,2.22543575,3.33106625,7.0
10531,F,1.4875,1.1375,0.3125,24.99008425,12.94154675,6.78970525,6.520385,9.0
10532,I,1.1125,0.875,0.275,11.89261525,4.80524025,2.67902775,3.685435,7.0
10533,M,1.575,1.2125,0.375,28.98736375,12.5021295,6.406987,10.20582,12.0
10534,M,1.3,0.9875,0.2875,16.0741665,7.824462,3.6003865,4.6776675,8.0
10535,M,1.6,1.225,0.4125,38.00250475,19.1359125,8.3064035,9.7805775,8.0
10536,F,1.5,1.1875,0.4375,31.581343,11.736693,7.15824875,10.39009175,13.0
10537,I,0.7125,0.5375,0.175,2.45223175,0.97805775,0.63786375,0.7087375,2.0
10538,M,1.375,1.1,0.3375,22.5378525,8.85921875,4.40834725,7.93786,13.0
10539,I,1.2875,1.0,0.3375,18.4555245,8.94426725,3.742134,5.6699,8.0
10540,M,1.475,1.1875,0.35,27.17299575,11.6516445,5.74077375,8.3631025,10.0
10541,F,1.625,1.275,0.525,45.2741515,18.52639825,9.8939755,11.623295,11.0
10542,F,1.475,1.2125,0.475,34.60056475,11.07047975,6.67630725,11.90679,18.0
10543,I,1.0375,0.775,0.2625,8.561549,3.2601925,1.8427175,2.4097075,8.0
10544,M,1.225,1.0,0.3125,16.9246515,8.1930055,4.1673765,4.1106775,11.0
10545,F,1.125,0.8625,0.275,12.417081,5.6699,2.324659,3.685435,10.0
10546,F,1.5875,1.2875,0.4375,34.7848365,14.968536,8.37727725,10.77281,11.0
10547,M,1.375,1.075,0.375,23.88445375,8.4198015,4.8477645,9.07184,13.0
10548,M,1.025,0.775,0.25,9.45455825,3.55786225,1.6159215,2.83495,8.0
10549,I,0.875,0.65,0.1875,5.06038575,2.22543575,1.1056305,1.5592225,7.0
10550,I,0.85,0.6375,0.2125,6.0384435,2.721552,1.31825175,1.70097,8.0
10551,I,1.2375,0.9875,0.3,17.95940825,8.60407325,3.3735905,5.386405,15.0
10552,F,1.725,1.35,0.4875,43.87085125,16.44271,10.19164525,13.4660125,10.0
10553,F,1.7375,1.3375,0.4375,48.23667425,18.63979625,8.391452,14.3164975,11.0
10554,I,1.1125,0.8125,0.2875,11.77921725,6.577084,2.381358,2.4664065,7.0
10555,I,1.0625,0.825,0.25,10.886208,5.1312595,2.08368825,2.2963095,6.0
10556,F,1.4125,1.125,0.45,28.42037375,10.489315,5.783298,11.056305,13.0
10557,F,1.475,1.225,0.4125,32.16250775,10.81533425,6.1518415,9.922325,23.0
10558,I,1.0125,0.75,0.25,8.618248,3.8271825,2.1262125,2.4097075,7.0
10559,I,1.2625,0.975,0.325,16.9246515,6.8322295,4.025629,6.3786375,8.0
10560,F,1.85,1.425,0.5125,56.075311,23.23241525,11.90679,15.06775925,11.0
10561,M,1.3875,1.0625,0.3375,20.4966885,7.9662095,4.37999775,7.2291225,10.0
10562,F,1.55,1.2,0.4125,28.066005,12.643877,6.4353365,8.50485,16.0
10563,I,0.875,0.6625,0.225,5.06038575,2.19708625,1.1623295,1.70097,5.0
10564,I,1.575,1.2625,0.425,31.808139,15.4504775,8.391452,8.9300925,10.0
10565,M,1.5125,1.175,0.375,30.71668325,14.72756525,6.08096775,7.29999625,9.0
10566,F,1.6125,1.25,0.4,36.514156,17.10892325,8.2497045,8.9300925,9.0
10567,M,1.625,1.2125,0.4,37.9032815,17.08057375,7.29999625,9.4970825,13.0
10568,M,1.4875,1.1625,0.35,27.0737725,12.82814875,5.8683465,7.3425205,9.0
10569,M,1.55,1.15,0.4,32.1199835,13.777857,6.13766675,8.6465975,9.0
10570,F,1.4625,1.0875,0.3625,25.92561775,12.82814875,5.57067675,6.23689,9.0
10571,F,1.575,1.2625,0.3875,35.096681,16.68368075,7.881161,10.0640725,11.0
10572,I,0.8,0.625,0.2,6.33611325,2.65067825,1.28990225,1.8427175,6.0
10573,F,1.6,1.2625,0.5,42.013959,13.947954,8.88756825,15.4504775,16.0
10574,F,1.3125,1.025,0.3125,18.0019325,8.32057825,4.63514325,5.2446575,9.0
10575,F,1.6125,1.2,0.425,36.58502975,14.52911875,8.4198015,10.0640725,13.0
10576,I,1.4625,1.125,0.375,20.05727125,9.48290775,3.72795925,6.23689,9.0
10577,F,1.7,1.3375,0.475,44.22522,12.7289255,8.8166945,11.3398,23.0
10578,M,1.525,1.2125,0.3625,26.80445225,11.49572225,5.20213325,7.654365,10.0
10579,M,1.5625,1.225,0.4,33.26813825,15.6772735,7.10154975,8.34892775,12.0
10580,I,1.5625,1.2125,0.425,34.5013415,18.9091165,6.02426875,8.0796075,10.0
10581,I,1.25,0.975,0.3125,16.76872925,8.164656,3.41611475,5.2446575,8.0
10582,M,1.5625,1.2,0.5125,42.127357,13.65028425,8.674947,14.9968855,15.0
10583,M,1.4125,1.1,0.4125,27.6974615,8.94426725,5.62737575,8.50485,21.0
10584,M,1.4375,1.1,0.3875,24.73493875,9.87980075,4.7910655,8.0796075,10.0
10585,I,1.5875,1.2125,0.375,30.03629525,14.968536,6.64795775,8.3631025,9.0
10586,F,1.1375,0.9375,0.2875,15.5071765,7.83863675,3.4869885,4.1106775,8.0
10587,I,0.5875,0.4125,0.1125,1.37495075,0.737087,0.29766975,0.52446575,3.0
10588,I,0.4375,0.325,0.1125,0.89300925,0.340194,0.1162535,0.24097075,6.0
10589,M,1.35,1.05,0.3625,21.885814,7.75358825,4.309124,7.2291225,10.0
10590,F,1.4,1.1,0.375,24.16794875,11.736693,5.8683465,6.0951425,9.0
10591,I,0.95,0.725,0.225,7.98038425,3.55786225,1.48834875,2.551455,8.0
10592,F,1.5875,1.2125,0.4375,35.81959325,17.8318355,7.81028725,9.63883,10.0
10593,M,1.45,1.1125,0.375,23.7285315,9.979024,5.6982495,7.37087,12.0
10594,F,1.425,1.1625,0.4125,27.91008275,8.4765005,6.8889285,8.50485,12.0
10595,F,0.9625,0.725,0.25,8.901743,3.458639,1.80019325,2.33883375,6.0
10596,F,1.7,1.375,0.4625,41.7588135,17.78931125,11.7083435,12.6155275,10.0
10597,I,0.9,0.75,0.2125,7.0023265,3.458639,1.247378,1.91359125,7.0
10598,F,1.425,1.1125,0.375,24.0687255,10.73028575,4.649318,7.93786,9.0
10599,I,0.8875,0.675,0.1625,5.3013565,2.721552,1.11980525,1.644271,9.0
10600,F,1.4,1.0625,0.3625,26.03901575,10.6877615,6.350288,7.5126175,10.0
10601,I,1.1,0.875,0.325,12.587178,4.46504625,3.24601775,3.96893,10.0
10602,F,1.5375,1.1875,0.4375,33.83512825,14.75591475,7.64019025,9.19941275,10.0
10603,I,1.4,1.125,0.4,24.67823975,8.391452,5.0745605,8.0796075,17.0
10604,M,1.525,1.175,0.4,30.674159,13.154168,7.0590255,8.50485,9.0
10605,M,1.5375,1.2375,0.4125,38.6403685,16.48523425,7.2858215,11.056305,11.0
10606,I,0.9125,0.7375,0.2125,6.39281225,3.061746,1.530873,1.984465,6.0
10607,F,1.45,1.1375,0.4625,34.6147395,13.53688625,7.7961125,12.246984,15.0
10608,F,1.5625,1.2125,0.4125,39.972795,16.6411565,7.27164675,9.63883,18.0
10609,M,0.725,0.575,0.1875,3.27436725,1.5025235,0.80796075,1.13398,7.0
10610,M,1.4375,1.125,0.4625,26.94619975,11.3398,5.14543425,8.50485,15.0
10611,M,1.3875,1.0625,0.3375,23.7285315,10.84368375,4.309124,7.8528115,10.0
10612,M,1.4375,1.125,0.4,26.818627,12.82814875,5.556502,6.6621325,11.0
10613,M,1.6125,1.25,0.3875,32.1199835,16.612807,8.2497045,8.9300925,9.0
10614,F,1.275,1.0,0.3625,21.9708625,8.74582075,4.06815325,7.2291225,13.0
10615,I,0.975,0.775,0.225,5.71242425,2.19708625,1.11980525,2.26796,8.0
10616,F,1.2375,1.0375,0.3125,18.0019325,9.7805775,3.8271825,5.2446575,8.0
10617,M,1.2875,1.0125,0.425,19.7737763,8.85921875,4.12485225,6.3786375,10.0
10618,F,0.925,0.6875,0.2125,6.30776375,3.118445,1.2757275,1.71514475,8.0
10619,I,1.025,0.7875,0.225,8.40562675,2.73572675,1.65844575,2.4097075,6.0
10620,I,1.175,0.9,0.3125,15.74814725,7.10154975,3.04757125,4.53592,8.0
10621,F,1.1,0.95,0.3,16.8679525,6.10931725,3.86970675,5.159609,10.0
10622,M,1.4625,1.1875,0.3875,25.741346,11.453198,6.59125875,7.2291225,8.0
10623,M,1.55,1.1375,0.4,32.41765325,15.46465225,7.41339425,8.0796075,10.0
10624,I,1.2375,1.0,0.35,17.50581625,7.087375,4.01145425,5.10291,8.0
10625,M,1.575,1.225,0.375,32.601925,15.30873,7.89533575,8.788345,9.0
10626,F,1.3875,1.1125,0.4125,22.566202,9.695529,5.57067675,5.5281525,15.0
10627,I,0.7375,0.5625,0.2,4.2240755,1.91359125,0.963883,1.2757275,5.0
10628,M,0.85,0.6625,0.2125,5.59902625,2.11203775,1.0489315,1.984465,9.0
10629,I,1.1125,0.825,0.275,11.0846545,4.32329875,2.4097075,3.5436875,6.0
10630,F,1.4125,1.0625,0.375,24.7491135,8.845044,5.10291,6.80388,16.0
10631,M,1.225,0.975,0.3,16.42853525,6.13766675,3.27436725,5.9250455,11.0
10632,M,1.1375,0.875,0.3125,12.94154675,5.6699,3.5436875,4.3941725,9.0
10633,M,1.575,1.225,0.3875,43.6298805,18.15785475,7.98038425,12.190285,13.0
10634,M,1.3125,1.0375,0.3,18.75319425,8.34892775,4.37999775,5.386405,10.0
10635,F,1.6375,1.3125,0.4625,48.5059945,17.8318355,9.9506745,12.26115875,11.0
10636,M,1.3875,1.075,0.4,26.818627,10.39009175,4.706017,7.7961125,12.0
10637,F,1.1875,0.9375,0.325,13.99047825,5.74077375,3.6003865,4.3941725,9.0
10638,F,1.4375,1.1625,0.4125,23.94115275,10.1207715,5.783298,6.6621325,10.0
10639,I,0.9625,0.7125,0.2,6.10931725,2.83495,1.45999925,1.984465,6.0
10640,I,1.3875,1.1,0.4125,29.44095575,11.80756675,6.520385,8.0796075,11.0
10641,F,1.5,1.175,0.3375,26.12406425,11.8784405,6.13766675,8.3631025,10.0
10642,I,1.25,0.9375,0.3125,13.267566,5.2446575,3.3735905,4.35164825,6.0
10643,I,0.9625,0.775,0.2875,9.752228,4.5075705,2.26796,2.2963095,6.0
10644,F,0.7625,0.575,0.175,4.3941725,1.6159215,0.963883,1.2757275,7.0
10645,I,0.925,0.7,0.25,6.7188315,3.061746,1.11980525,2.26796,7.0
10646,F,1.4875,1.0875,0.4125,25.33027825,11.679994,5.556502,7.12989925,11.0
10647,M,1.675,1.3125,0.475,39.7743485,17.93105875,8.80251975,12.2186345,11.0
10648,F,1.5375,1.175,0.3375,28.10852925,13.96212875,5.556502,7.5126175,9.0
10649,I,1.075,0.8125,0.2375,10.262519,4.46504625,2.62232875,2.90582375,8.0
10650,M,1.4125,1.1125,0.3875,24.39474475,10.9712565,4.89028875,7.7961125,10.0
10651,M,1.5,1.2,0.4125,31.51046925,14.13222575,7.767763,8.0796075,10.0
10652,M,1.3625,1.0,0.3125,26.138239,11.18387775,5.03203625,7.087375,8.0
10653,M,1.3875,1.0875,0.4,26.94619975,9.79475225,6.78970525,9.4970825,9.0
10654,I,0.975,0.7125,0.25,9.63883,4.83358975,1.4458245,2.26796,7.0
10655,I,1.25,0.9625,0.3,14.67086625,6.7755305,3.4869885,3.96893,8.0
10656,I,1.4875,1.1625,0.3625,27.8675585,13.8062065,6.010094,7.32834575,9.0
10657,M,1.625,1.25,0.4,37.40716525,19.03668925,8.3064035,9.922325,9.0
10658,I,1.05,0.775,0.275,8.561549,3.912231,1.85689225,2.36718325,7.0
10659,I,1.375,1.075,0.35,23.43086175,9.7805775,5.68407475,5.6699,15.0
10660,F,1.6125,1.2125,0.4,33.6508565,15.35125425,8.3631025,8.9300925,9.0
10661,M,1.7125,1.375,0.4625,44.9906565,22.5945515,9.6104805,9.922325,14.0
10662,M,1.4625,1.125,0.375,29.21415975,10.035723,6.27941425,10.20582,13.0
10663,F,1.3625,1.0625,0.375,19.17843675,7.654365,3.41611475,5.5281525,13.0
10664,M,1.525,1.0875,0.4125,32.205032,15.1102835,6.98815175,8.788345,11.0
10665,I,1.175,0.925,0.3125,16.23008875,7.654365,3.8838815,4.3941725,8.0
10666,I,0.8125,0.6,0.225,5.31553125,2.721552,1.14815475,1.8427175,6.0
10667,F,1.5625,1.225,0.4125,36.61337925,18.01610725,8.901743,8.6465975,10.0
10668,I,1.0125,0.75,0.3,8.958442,3.96893,1.77184375,2.324659,7.0
10669,F,1.4375,1.1,0.425,28.7180435,13.65028425,7.2858215,7.087375,9.0
10670,F,1.625,1.3,0.475,37.194544,15.0535845,7.04485075,11.66581925,13.0
10671,I,0.9625,0.7375,0.2375,5.71242425,2.26796,1.40330025,1.644271,6.0
10672,F,1.4375,1.15,0.2875,26.7335785,12.51630425,5.9250455,6.6621325,8.0
10673,M,1.45,1.15,0.425,31.6096925,11.7650425,6.25106475,10.3475675,15.0
10674,I,1.3125,1.0625,0.4125,22.169309,8.0796075,4.5075705,7.37087,9.0
10675,I,0.875,0.675,0.2,5.28718175,2.59397925,1.63009625,1.984465,7.0
10676,M,1.1625,0.8625,0.3,13.08329425,5.28718175,2.67902775,3.2601925,9.0
10677,F,1.525,1.2,0.375,34.7848365,17.4349425,7.597666,9.922325,10.0
10678,I,0.975,0.7,0.225,7.44174375,3.912231,1.7293195,2.26796,6.0
10679,M,1.6375,1.25,0.3875,39.73182425,19.23513575,8.2497045,11.1980525,11.0
10680,M,1.75,1.3625,0.4625,49.384829,19.63202875,9.525432,15.7339725,12.0
10681,F,1.5875,1.2375,0.4375,36.38658325,16.96717575,8.51902475,10.489315,10.0
10682,M,1.5125,1.25,0.425,31.808139,12.94154675,6.56290925,10.6310625,13.0
10683,F,1.325,1.0125,0.375,23.26076475,11.736693,4.12485225,5.953395,10.0
10684,F,1.5875,1.25,0.4125,31.6096925,13.267566,6.59125875,8.6465975,9.0
10685,I,1.175,0.875,0.2625,11.35397475,4.9611625,2.608154,4.1106775,8.0
10686,I,0.8,0.625,0.2125,6.13766675,2.9766975,1.39553275,1.814368,6.0
10687,F,1.4875,1.1875,0.3875,34.74231225,17.78931125,7.10154975,8.3631025,9.0
10688,M,1.2625,0.9625,0.3,16.0741665,8.94426725,2.90582375,4.53592,8.0
10689,I,0.575,0.45,0.1625,1.80019325,0.75126175,0.38271825,0.56699,4.0
10690,F,1.7125,1.325,0.4625,38.20095125,13.53688625,8.29222875,12.3320325,14.0
10691,M,1.7,1.3375,0.375,48.20832475,21.92833825,12.48795475,12.45960525,16.0
10692,M,1.3125,1.0,0.35,22.92057075,10.98543125,4.422522,6.0951425,8.0
10693,F,1.425,1.15,0.3875,27.45649075,12.1052365,5.79747275,7.7961125,10.0
10694,F,1.5,1.2375,0.425,30.94347925,9.87980075,6.59125875,8.221355,14.0
10695,I,0.6375,0.4625,0.15,2.608154,0.97805775,0.69456275,0.7087375,5.0
10696,F,1.6,1.25,0.4375,38.00250475,17.93105875,8.51902475,9.525432,12.0
10697,I,0.4625,0.3375,0.1,0.7654365,0.2551455,0.1417475,0.2551455,5.0
10698,I,1.0125,0.775,0.225,8.618248,3.95475525,1.48834875,2.4097075,7.0
10699,F,1.425,1.125,0.4375,27.71163625,13.56523575,5.96756975,7.7961125,11.0
10700,M,1.4125,1.1,0.375,28.81726675,11.0279555,5.71242425,9.63883,13.0
10701,F,1.325,1.0125,0.375,24.50814275,10.149121,5.82582225,7.087375,10.0
10702,M,1.6125,1.25,0.475,42.2124055,20.2131935,10.149121,11.056305,11.0
10703,M,1.5625,1.2375,0.4375,39.24988275,16.726205,6.010094,11.056305,13.0
10704,I,0.9375,0.6875,0.2375,6.80388,2.50893075,1.60174675,2.551455,7.0
10705,I,1.225,0.9125,0.3,16.9246515,8.3631025,3.7137845,3.8271825,6.0
10706,M,1.175,0.8875,0.2875,13.8062065,6.27941425,3.01922175,3.75630875,7.0
10707,M,1.475,1.175,0.3875,27.62658775,10.3475675,5.9250455,8.334753,13.0
10708,I,1.525,1.2125,0.4125,30.03629525,10.149121,6.08096775,9.07184,17.0
10709,M,1.375,1.0875,0.375,20.87940675,7.93786,4.819415,7.087375,10.0
10710,M,1.55,1.2,0.3875,29.48348,12.47378,5.99591925,8.0796075,11.0
10711,I,0.9,0.675,0.2125,5.556502,2.45223175,1.20485375,1.984465,7.0
10712,I,0.625,0.4625,0.15,2.62232875,1.1056305,0.52446575,0.7087375,6.0
10713,M,1.2125,0.9,0.3,12.94154675,4.57844425,2.50893075,4.819415,9.0
10714,M,1.4,1.1,0.4375,24.5790165,10.75863525,4.23825025,7.37087,10.0
10715,M,1.575,1.2375,0.5,39.405805,20.638436,8.0229085,9.2135875,9.0
10716,I,1.4375,1.0875,0.375,25.344453,11.01378075,5.93922025,6.9456275,10.0
10717,M,1.225,0.95,0.3125,16.71203025,8.60407325,3.061746,4.7343665,7.0
10718,M,1.4125,1.0875,0.4375,28.4912475,10.6877615,7.41339425,9.6671795,23.0
10719,F,1.475,1.1875,0.35,30.5324115,12.91319725,4.8477645,9.2135875,14.0
10720,F,1.425,1.2,0.4375,31.22697425,11.69416875,6.98815175,9.922325,13.0
10721,F,1.4875,1.1375,0.3375,24.323871,10.432616,4.86193925,6.6621325,18.0
10722,F,1.6375,1.2625,0.4,36.514156,16.3576615,8.3064035,10.0640725,10.0
10723,F,1.4875,1.175,0.4,30.900955,11.5382465,6.350288,10.20582,12.0
10724,M,1.225,0.925,0.3,15.4504775,7.087375,3.27436725,3.8271825,9.0
10725,M,1.375,1.0875,0.325,24.323871,8.34892775,4.86193925,7.654365,14.0
10726,F,1.5125,1.175,0.375,29.83784875,12.09106175,7.29999625,8.788345,9.0
10727,M,1.3,1.025,0.35,17.56251525,7.98038425,4.252425,6.0951425,8.0
10728,M,1.3375,1.075,0.325,20.42581475,8.06543275,4.40834725,6.3786375,9.0
10729,F,1.3125,1.025,0.35,18.0019325,8.71747125,3.9972795,4.9611625,10.0
10730,F,1.4625,1.15,0.325,26.32251075,10.035723,6.22271525,9.2135875,13.0
10731,I,1.25,1.0125,0.375,17.67591325,7.6827145,4.1106775,5.5281525,11.0
10732,F,1.6,1.225,0.375,32.95629375,16.0174675,7.314171,8.74582075,8.0
10733,I,1.1,0.85,0.3125,12.7856245,5.06038575,3.24601775,3.96893,8.0
10734,F,1.2875,1.05,0.35,19.43358225,9.1001895,4.252425,5.8116475,10.0
10735,F,1.325,1.0375,0.325,20.96445525,9.28446125,4.025629,7.37087,12.0
10736,I,1.5875,1.225,0.3875,30.1922175,14.5999925,5.68407475,8.3631025,10.0
10737,M,1.4375,1.1125,0.425,27.9242575,12.2753335,5.6982495,7.6827145,10.0
10738,I,1.4,1.0625,0.3625,26.09571475,14.0330025,5.03203625,6.80388,8.0
10739,I,1.0125,0.7875,0.225,9.19941275,4.60679375,1.8994165,2.9766975,7.0
10740,I,1.25,0.9625,0.375,17.53416575,8.164656,3.58621175,4.53592,8.0
10741,M,1.575,1.225,0.375,32.2900805,15.4504775,6.8322295,8.788345,8.0
10742,M,1.5625,1.2375,0.5,36.27318525,14.17475,6.4353365,11.056305,16.0
10743,F,1.1875,0.9375,0.3375,16.9246515,7.47009325,3.75630875,4.7343665,16.0
10744,I,0.8125,0.625,0.1875,5.10291,2.1829115,0.86465975,1.417475,7.0
10745,F,1.3125,0.975,0.3375,17.22232125,7.7961125,4.479221,5.386405,8.0
10746,I,0.8125,0.6,0.1875,5.5848515,2.65067825,1.4458245,1.984465,6.0
10747,F,1.5,1.2375,0.4125,32.16250775,12.927372,7.3425205,9.7805775,10.0
10748,F,1.475,1.2125,0.4125,28.42037375,11.0846545,6.30776375,9.7238785,15.0
10749,I,0.4875,0.375,0.1375,1.304077,0.340194,0.35436875,0.4252425,4.0
10750,F,1.775,1.4125,0.55,51.27007075,23.0481435,10.39009175,16.159215,18.0
10751,I,0.875,0.6625,0.225,5.82582225,2.19708625,1.1623295,1.8427175,6.0
10752,I,1.2625,0.9875,0.3125,18.71067,8.34892775,3.912231,4.9611625,9.0
10753,I,1.0,0.7625,0.225,8.901743,4.43669675,1.70097,2.551455,6.0
10754,F,1.6125,1.275,0.45,41.4753185,16.726205,8.94426725,11.623295,10.0
10755,F,1.425,1.1875,0.4,27.499015,12.6155275,5.68407475,7.93786,12.0
10756,M,1.2625,1.05,0.3125,19.25571775,8.66077225,3.8838815,5.2446575,8.0
10757,M,1.1875,0.9125,0.3125,14.004653,6.123492,2.9199985,4.479221,10.0
10758,I,1.125,0.85,0.275,10.21999475,4.03980375,2.5798045,3.2601925,7.0
10759,M,1.625,1.25,0.425,41.8722115,18.01610725,8.49067525,11.056305,12.0
10760,F,1.5,1.1875,0.4125,32.50270175,12.60135275,7.257472,8.788345,10.0
10761,F,1.5,1.1875,0.4125,34.6147395,17.973583,7.89533575,8.6465975,10.0
10762,M,1.45,1.1875,0.3625,25.7129965,10.5176645,4.7343665,7.654365,13.0
10763,I,0.9875,0.7125,0.2375,7.44174375,3.2601925,1.68679525,2.551455,7.0
10764,M,1.425,1.075,0.3625,23.28911425,8.0796075,4.3941725,8.0796075,13.0
10765,M,0.925,0.7125,0.225,6.30776375,2.82077525,1.3891255,2.1262125,8.0
10766,M,1.6125,1.2875,0.4375,41.8722115,18.0586315,9.128539,11.3398,12.0
10767,M,1.5375,1.175,0.3375,31.6096925,15.77649675,7.04485075,7.7961125,10.0
10768,M,1.6,1.25,0.4625,37.1094955,13.7495075,8.2497045,10.3475675,11.0
10769,F,1.5,1.1875,0.4,31.85066325,15.592225,6.350288,7.087375,8.0
10770,M,1.6125,1.325,0.4375,38.22930075,17.19397175,7.8528115,9.4970825,11.0
10771,F,1.15,0.9125,0.25,12.34620725,5.556502,2.96252275,3.685435,9.0
10772,F,1.45,1.0125,0.375,27.91008275,12.3320325,5.9250455,7.654365,10.0
10773,I,1.125,0.8375,0.2875,13.36678925,6.2085405,2.65067825,3.2601925,9.0
10774,M,1.3125,1.0625,0.325,23.51591025,6.7188315,4.03980375,6.80388,14.0
10775,I,1.125,0.8875,0.2875,13.99047825,6.0951425,2.14038725,4.252425,8.0
10776,F,1.275,0.975,0.325,21.72989175,11.4248485,3.6570855,5.2446575,9.0
10777,M,1.75,1.4125,0.5375,56.075311,20.1564945,10.375917,18.427175,13.0
10778,I,0.775,0.5875,0.1875,4.309124,1.68679525,0.86465975,1.2757275,7.0
10779,I,1.3625,1.025,0.4,23.3883375,10.90038275,4.025629,6.6621325,8.0
10780,M,1.525,1.2375,0.4125,30.1922175,13.9196045,6.22271525,8.9300925,17.0
10781,F,1.3625,1.05,0.4,20.25571775,8.845044,4.01145425,6.6621325,10.0
10782,M,1.525,1.1625,0.3875,35.81959325,15.46465225,7.27164675,9.63883,11.0
10783,F,1.6625,1.3125,0.4625,42.354153,15.989118,8.4765005,13.324265,15.0
10784,I,0.8125,0.675,0.2,5.1312595,2.31048425,1.34660125,1.5592225,6.0
10785,F,1.5125,1.2125,0.4,31.96406125,13.96212875,7.78193775,9.7805775,10.0
10786,M,1.4875,1.2,0.4,34.7848365,13.60776,7.52679225,10.9145575,15.0
10787,F,1.675,1.325,0.425,44.8772585,20.36911575,10.6877615,12.0485375,10.0
10788,I,1.2875,0.925,0.3,17.70426275,9.8939755,3.41611475,4.252425,10.0
10789,F,1.2375,1.0,0.3125,16.9813505,7.3992195,3.72795925,5.2446575,10.0
10790,M,1.5125,1.25,0.4625,32.33260475,11.32562525,6.67630725,10.0640725,9.0
10791,I,1.0625,0.8375,0.275,11.77921725,5.40057975,2.25378525,3.685435,7.0
10792,M,1.375,1.075,0.375,26.6201805,11.453198,5.68407475,7.2291225,8.0
10793,M,1.4375,1.1875,0.3875,27.8675585,12.79979925,4.77689075,8.6465975,9.0
10794,M,1.55,1.175,0.4375,31.808139,14.75591475,7.6260155,10.0640725,10.0
10795,F,1.5625,1.25,0.5,36.95357325,16.0174675,8.88756825,13.324265,12.0
10796,I,1.0625,0.825,0.25,11.396499,4.6209685,2.4097075,2.83495,7.0
10797,I,1.2375,0.9375,0.3375,16.9813505,7.087375,3.41611475,5.2446575,8.0
10798,F,1.3125,1.0,0.4125,21.318824,7.58349125,4.77689075,7.087375,13.0
10799,I,1.1125,0.8875,0.325,16.68368075,7.07320025,3.1467945,4.592619,8.0
